index,raw,x,y,angle
0,0.34200000762939453,2.094146073258542e-17,-0.34200000762939453,-90.0
1, 0.3440000116825104,0.0015009784449272303,-0.34399673705033185,-89.75
2, 0.3409999907016754,0.002975748523803339,-0.3409870064669119,-89.5
3, 0.33399999141693115,0.004371924808480188,-0.3339713768273848,-89.25
4, 0.33500000834465027,0.005846556302124234,-0.3349489862207704,-89.0
5, 0.33500000834465027,0.007307986668615574,-0.334920287414434,-88.75
6, 0.3310000002384186,0.008664569896147079,-0.33088657480524636,-88.5
7, 0.3330000042915344,0.010169325029928006,-0.3328446900381582,-88.25
8, 0.3319999873638153,0.011586632464233873,-0.33179774194185274,-88.0
9, 0.33399999141693115,0.013112778126559232,-0.3337424895279498,-87.75
10, 0.3310000002384186,0.01443801722832589,-0.33068496158178656,-87.5
11, 0.335999995470047,0.016120650965832886,-0.33561305333420716,-87.25
12, 0.335999995470047,0.01758488106054975,-0.33553951915379193,-87.0
13, 0.3370000123977661,0.01910547011172217,-0.33645800535565296,-86.75
14, 0.34200000762939453,0.020878600986684457,-0.34136210867544264,-86.5
15, 0.34200000762939453,0.022367870695695197,-0.3412677593606618,-86.25
16, 0.3440000116825104,0.02399622778290981,-0.3431620449434319,-86.0
17, 0.3409999907016754,0.02527099446754638,-0.3400623038461687,-85.75
18, 0.33399999141693115,0.026205337299680408,-0.3329703809102546,-85.5
19, 0.3319999873638153,0.027492323847672043,-0.330859734236471,-85.25
20, 0.32899999618530273,0.028674239031506753,-0.3277480518720031,-85.0
21, 0.3319999873638153,0.030378536240018284,-0.33060722337161275,-84.75
22, 0.3310000002384186,0.03172494410704558,-0.3294761418968571,-84.5
23, 0.33500000834465027,0.0335630014760799,-0.3333144619167197,-84.25
24, 0.33399999141693115,0.03491250583422126,-0.3321703045169534,-84.0
25, 0.3330000042915344,0.03625266979291013,-0.33102076489405946,-83.75
26, 0.3330000042915344,0.03769667067052846,-0.33085943220425146,-83.5
27, 0.3490000069141388,0.04102055252545524,-0.34658089834348244,-83.25
28, 0.33799999952316284,0.04119183801282802,-0.33548059878148395,-83.0
29, 0.3440000116825104,0.04341244685704619,-0.3412497142789301,-82.75
30, 0.3400000035762787,0.04437890582161562,-0.33709125641277865,-82.5
31, 0.34299999475479126,0.04625386837656574,-0.33986699760640215,-82.25
32, 0.33799999952316284,0.047040508058139224,-0.3347106067624542,-82.0
33, 0.335999995470047,0.04821352033902141,-0.33252286148833493,-81.75
34, 0.33799999952316284,0.04995958089132734,-0.33428736134472836,-81.5
35, 0.3409999907016754,0.05187407327626901,-0.33703126587940024,-81.25
36, 0.34599998593330383,0.05412632270340381,-0.34174015195240587,-81.0
37, 0.35100001096725464,0.05642064228984761,-0.3464357354872819,-80.75
38, 0.35199999809265137,0.05809675694815519,-0.347172529859915,-80.5
39, 0.3540000021457672,0.059949724725939374,-0.3488868470213334,-80.25
40, 0.3440000116825104,0.0597349751460707,-0.33877387854122637,-80.0
41, 0.34200000762939453,0.06085669390965541,-0.3365419261026662,-79.75
42, 0.34200000762939453,0.06232455110866115,-0.33627318588851207,-79.5
43, 0.3449999988079071,0.06435079220065945,-0.3389453860441287,-79.25
44, 0.33799999952316284,0.06449344034628736,-0.3317899875372341,-79.0
45, 0.35100001096725464,0.06847670516726628,-0.3442556441780558,-78.75
46, 0.3540000021457672,0.07057624921148498,-0.34689334753846396,-78.5
47, 0.35600000619888306,0.07249646466825457,-0.34854019427350025,-78.25
48, 0.3499999940395355,0.07276909054696556,-0.3423516544266179,-78.0
49, 0.34700000286102295,0.07362565284533207,-0.3390991967384302,-77.75
50, 0.3479999899864197,0.07532098348312435,-0.3397510007015183,-77.5
51, 0.3580000102519989,0.07900968400028725,-0.3491725607412559,-77.25
52, 0.3540000021457672,0.07963267372042078,-0.3449270050247446,-77.0
53, 0.3499999940395355,0.0802201354567042,-0.3406827346593645,-76.75
54, 0.3529999852180481,0.08240620999035649,-0.34324656752685445,-76.5
55, 0.3529999852180481,0.08390311647767768,-0.34288373628574953,-76.25
56, 0.35499998927116394,0.08588227034234167,-0.34445497241783496,-76.0
57, 0.36399999260902405,0.08959979684324045,-0.3528000439696963,-75.75
58, 0.36399999260902405,0.09113831962526411,-0.3524057339420753,-75.5
59, 0.367000013589859,0.09343891845143322,-0.3549058727234351,-75.25
60, 0.3709999918937683,0.09602186363498805,-0.3583584737232258,-75.0
61, 0.3720000088214874,0.09784761409869315,-0.3589008929751777,-74.75
62, 0.3580000102519989,0.09567134137574353,-0.34497971212782536,-74.5
63, 0.36399999260902405,0.09880432174467721,-0.3503336989556441,-74.25
64, 0.3790000081062317,0.10446656008902296,-0.3643181905528329,-74.0
65, 0.3799999952316284,0.10633502399744825,-0.36481894008877847,-73.75
66, 0.3700000047683716,0.10508567889474212,-0.3547633064732402,-73.5
67, 0.3700000047683716,0.10663262058383997,-0.3543014080638374,-73.25
68, 0.37400001287460327,0.10934702133047326,-0.35765799104221957,-73.0
69, 0.3799999952316284,0.11268579707669653,-0.36290757433984094,-72.75
70, 0.3779999911785126,0.11366678955994279,-0.3605049989696277,-72.5
71, 0.36899998784065247,0.11249492263438506,-0.3514340384878582,-72.25
72, 0.3659999966621399,0.11310021890977527,-0.34808668178953256,-72.0
73, 0.3840000033378601,0.12025490273505679,-0.3646844676314836,-71.75
74, 0.3709999918937683,0.1177200249541441,-0.3518280683941687,-71.5
75, 0.37299999594688416,0.11989691925524792,-0.35320493446365686,-71.25
76, 0.37299999594688416,0.12143692029295403,-0.35267842486624884,-71.0
